innings,over,Bowlername,Batsmanname,runs,wicket,description,nh/h,wickettype,wickethelper,extras,ballspeed(kph)
2,3.2,UT Yadav,C Hemraj,4,false,they like this length India are bowling. Just short of a length. It's sitting up on the pitch to be tonked across the line. Four through midwicket,home run,no wicket,no wicket,no extra,142.696
2,3.3,UT Yadav,C Hemraj,1,false,outside edge zips past the diving Dhoni. Moves to his left  but the ball has a little too much pace on it  pitches just before it reaches him  flicks his webbing and then flies away,non-home run,no wicket,no wicket,no extra,144.213
2,3.4,UT Yadav,KOA Powell,4,false,magnificent hitting! Powell looks outrageously good when he's just standing  and delivering. Gets up on his toes and pulls the short ball away with elegance to spare,home run,no wicket,no wicket,no extra,141.579
2,3.5,UT Yadav,KOA Powell,0,false,full on off stump  blocks,non-home run,no wicket,no wicket,no extra,143.302
2,3.6,UT Yadav,KOA Powell,1,false,works the length ball off his pads to deep square leg,non-home run,no wicket,no wicket,no extra,142.604
2,4.1,Mohammed Shami,KOA Powell,0,false,outside edge as Powell is made to play with a straight bat whilst the ball is angled across him. That's his weakness - he looks tentative; drawn into playing away from his body. Still  India don't have any slips and the ball wanders out to short third man,non-home run,no wicket,no wicket,no extra,129.369
2,4.2,Mohammed Shami,KOA Powell,2,false,comes out of his crease to pull the short ball away. There's protection out at deep square leg now,non-home run,no wicket,no wicket,no extra,137.147
2,4.3,Mohammed Shami,KOA Powell,1,false,dabs the shortish delivery outside off  looking for a boundary to third man  but India have Kuldeep there  at a very very deep second slip position  specifically to stop the outside edge from yielding runs. Still gets West Indies one though  so it's entirely weird,non-home run,no wicket,no wicket,no extra,136.128
2,4.4,Mohammed Shami,C Hemraj,0,false,back of a length on off stump  defends,non-home run,no wicket,no wicket,no extra,144.760
2,4.5,Mohammed Shami,C Hemraj,0,false,slower delivery on and around leg stump  Hemraj flicks towards midwicket,non-home run,no wicket,no wicket,no extra,125.672
2,4.6,Mohammed Shami,C Hemraj,1,false,pulls the short ball away to long leg - again that front leg rising up off the ground  adding extra oomph to the shot,non-home run,no wicket,no wicket,no extra,135.286
2,5.1,UT Yadav,C Hemraj,1,false,he looks dodgy on the front foot - it moves after he plays the shot  and here that means his cover drive turns into an inside edge to mid-on,non-home run,no wicket,no wicket,no extra,140.209
2,5.2,UT Yadav,KOA Powell,1,false,back of a length on off stump  nudges it to long-on,non-home run,no wicket,no wicket,no extra,143.682
2,5.3,UT Yadav,C Hemraj,4,false,dismisses it to the long leg boundary  the ball straying onto his pads and his wrists accepting the gift with glee,home run,no wicket,no wicket,no extra,143.809
2,5.4,UT Yadav,C Hemraj,4,false,launched over point now. It's a full toss outside off and the left-hander can't believe his luck even as he reaches his bat out and angles it like a ramp,home run,no wicket,no wicket,no extra,144.007
2,5.5,UT Yadav,C Hemraj,0,false,good length on off stump  defends,non-home run,no wicket,no wicket,no extra,142.232
2,5.6,UT Yadav,C Hemraj,0,false,fuller delivery outside off  drives to mid-off,non-home run,no wicket,no wicket,no extra,143.578
2,6.1,Mohammed Shami,KOA Powell,0,true,taken at deep midwicket. Powell's good on the pull and he is forced to play that shot - Shami adjusting to the batsman stepping out of his crease and cramping the left-hander for room. Should Powell have gone through with an aggressive shot? The new ball is the best chance to score runs on this slow pitch so perhaps he can be given a little leeway. But at this level  and so early in the innings  you shouldn't be picking the deep fielders out. After all  in the first 10  there can be only two out there and if you're giving catching practice to them  then there's something seriously wrong,non-home run,caught,RR Pant,no extra,128.976
2,6.2,Mohammed Shami,SD Hope,0,false,good length  outside off  leaves it alone,non-home run,no wicket,no wicket,no extra,139.580
2,6.3,Mohammed Shami,SD Hope,0,false,back of a length on off stump  defends  but only off the inside edge,non-home run,no wicket,no wicket,no extra,137.111
2,6.4,Mohammed Shami,SD Hope,2,false,gorgeous shot - he's off the ground  the ball is still getting big on him  but somehow Hope is able to flick it ever so sweetly to the backward square leg boundary. Would have clanged into the advertising triangles if not for Kuldeep diving to his right,non-home run,no wicket,no wicket,no extra,142.744
2,6.5,Mohammed Shami,SD Hope,0,false,good length on off stump  defends,non-home run,no wicket,no wicket,no extra,144.880
2,6.6,Mohammed Shami,SD Hope,4,false,oh  this is blockbuster batting. Hope is met with another decent delivery - on a good length outside off - but he treats it so cruelly  thumping it on the up and placing it beating Kohli on his left at mid-off,home run,no wicket,no wicket,no extra,128.300
2,7.1,UT Yadav,C Hemraj,4,false,he's reaching away from his body  feet going nowhere  but despite all those flaws  he gets a boundary through a thick outside edge that beats Shami at short third man,home run,no wicket,no wicket,no extra,140.356
2,7.2,UT Yadav,C Hemraj,4,false,smacks it straight down the ground - as if he's worried about how he's looking at the crease right now and wanted to show the world that he's much better. Short stride forward  extension of defence  fine timing,home run,no wicket,no wicket,no extra,138.423
2,7.3,UT Yadav,C Hemraj,1,false,short ball on middle  Hemraj pulls to deep midwicket,non-home run,no wicket,no wicket,no extra,136.292
2,7.4,UT Yadav,SD Hope,0,false,jaffa! It hits the seam a shade outside off and straightens away from the angle. And poor Hope  playing for that angle  is comfortably beaten,non-home run,no wicket,no wicket,no extra,143.916
2,7.5,UT Yadav,SD Hope,0,false,good length on off stump  defends,non-home run,no wicket,no wicket,no extra,137.705
2,7.6,UT Yadav,SD Hope,4,false,crunches it through the covers! Hope is playing shots that sound so sweet and look so good. Standing tall behind a back of a length delivery and using the vertical bat to great effect,home run,no wicket,no wicket,no extra,137.217
2,8.1,Mohammed Shami,C Hemraj,1,false,whips it off his pads to deep midwicket,non-home run,no wicket,no wicket,no extra,131.528
2,8.2,Mohammed Shami,SD Hope,0,false,shapes to pull the short ball outside off  but realises it's got too much height on it and so bails out,non-home run,no wicket,no wicket,no extra,136.184
2,8.3,Mohammed Shami,SD Hope,4,false,allows the short ball to come to him and ever so gently redirects it to the third man boundary. Soft hands. Simple placement,home run,no wicket,no wicket,no extra,143.747
2,8.4,Mohammed Shami,SD Hope,0,false,stands up tall and punches it back to the bowler,non-home run,no wicket,no wicket,no extra,136.308
2,8.5,Mohammed Shami,SD Hope,0,false,yanks one hand off his bat  perhaps to ensure the ball climbing high around the off stump  goes to ground as he drives into the covers,non-home run,no wicket,no wicket,no extra,142.422
2,8.6,Mohammed Shami,SD Hope,0,false,back of a length on off stump  drills it to cover,non-home run,no wicket,no wicket,no extra,138.708
2,9.1,Kuldeep Yadav,C Hemraj,0,false,good length ball on middle  Hemraj goes back to block,non-home run,no wicket,no wicket,no extra,79.057
2,9.2,Kuldeep Yadav,C Hemraj,4,false,past the reach of Rohit at slip. The loopy delivery. The width outside the off stump. All of it made Hemraj go after the ball and nearly pay the price. Jeez  that dip he gets... the way he sets batsmen into making mistakes...,home run,no wicket,no wicket,no extra,78.533
2,9.3,Kuldeep Yadav,C Hemraj,0,true,ripper! And yet Kuldeep doesn't do any more than present a googly in line with the stumps. Everything else is on the batsman. Hemraj doesn't pick it. He plays for the ball turning away from him. And it's a lazy shot  the bat pushing away from the body  giving plenty of room for the ball to sneak through and shatter middle,non-home run,bowled,,no extra,81.768
2,9.4,Kuldeep Yadav,MN Samuels,4,false,tosses it up outside off  Samuels smears the half-volley through the covers.,home run,no wicket,no wicket,no extra,83.829
2,9.5,Kuldeep Yadav,MN Samuels,4,false,epic hit! And it's through the covers again - only this time he's hitting it on the up  and against the turn  but he backs himself to put all of those dangers aside. Sensational,home run,no wicket,no wicket,no extra,79.711
2,9.6,Kuldeep Yadav,MN Samuels,0,false,tosses it up on the stumps  Samuels stretches forward to defend  if a little uncertainly. The change in line helps create doubt,non-home run,no wicket,no wicket,no extra,83.826
2,10.1,RA Jadeja,SD Hope,0,false,starts with a full on  and he comes forward to defend,non-home run,no wicket,no wicket,no extra,89.375
2,10.2,RA Jadeja,SD Hope,0,false,a bit of turn  and he squirts it towards points,non-home run,no wicket,no wicket,no extra,91.023
2,10.3,RA Jadeja,SD Hope,1,false,fuller ball  turned to deep square leg,non-home run,no wicket,no wicket,no extra,92.479
2,10.4,RA Jadeja,MN Samuels,1,false,outside off on a length  and he opens the face of the bat to guide it psat point,non-home run,no wicket,no wicket,no extra,92.446
2,10.5,RA Jadeja,SD Hope,0,false,gives himself some room  looking to smear it through the offside  but doesn't get hold of it,non-home run,no wicket,no wicket,no extra,92.914
2,10.6,RA Jadeja,SD Hope,0,false,punches off the back foot but straight to mid-on,non-home run,no wicket,no wicket,no extra,91.527
2,11.1,Kuldeep Yadav,MN Samuels,0,false,past the outside edge slides it across the right-hander's tentative poke,non-home run,no wicket,no wicket,no extra,83.840
2,11.2,Kuldeep Yadav,MN Samuels,0,false,beats him again. Beaten on the drive and Dhoni whips off the bails  but the batsman hadn't moved out of the crease,non-home run,no wicket,no wicket,no extra,79.543
2,11.3,Kuldeep Yadav,MN Samuels,0,false,fuller outside off  defended towards point,non-home run,no wicket,no wicket,no extra,83.718
2,11.4,Kuldeep Yadav,MN Samuels,0,false,tossed up on the stumps  and he pats it down into the leg side,non-home run,no wicket,no wicket,no extra,78.402
2,11.5,Kuldeep Yadav,MN Samuels,4,false,goes fuller  and he gets on it quickly  opening the face of the bat to steer it past backward point,home run,no wicket,no wicket,no extra,84.349
2,11.6,Kuldeep Yadav,MN Samuels,0,true,googly does him Samuels is left with bat hanging well away from body  for Kuldeep to sneak through. The ball hit the top of the bails. The umpires weren't sure and needed to go upstairs - that might be a rare 'bowled' dismissal adjudicated by the third umpire.,non-home run,bowled,,no extra,77.804
2,12.1,RA Jadeja,SD Hope,1,false,strays down the pads  and is turned round the corner for a single,non-home run,no wicket,no wicket,no extra,93.649
2,12.2,RA Jadeja,SO Hetmyer,0,false,length ball on the stumps  defended,non-home run,no wicket,no wicket,no extra,92.491
2,12.3,RA Jadeja,SO Hetmyer,1,false,dragged it down short  and outside off  allowing the batsman to rock back and slap it but can't get it past cover,non-home run,no wicket,no wicket,no extra,93.894
2,12.4,RA Jadeja,SD Hope,6,false,over the top for sixtakes a big stride forward and still had to reach for the ball  but did it well enough to not only clear the in-field but go over the long-on fence,home run,no wicket,no wicket,no extra,88.887
2,12.5,RA Jadeja,SD Hope,1,false,full ball  driven to cover,non-home run,no wicket,no wicket,no extra,92.561
2,12.6,RA Jadeja,SO Hetmyer,0,false,full on off  and defended towards mid-off,non-home run,no wicket,no wicket,no extra,92.370
2,13.1,Kuldeep Yadav,SD Hope,1,false,tossed up on off  he reaches across and drives it down to long-on,non-home run,no wicket,no wicket,no extra,81.626
2,13.2,Kuldeep Yadav,SO Hetmyer,0,false,tossed up on the stumps and he brings his bat down in time to pat it back to the bowler,non-home run,no wicket,no wicket,no extra,82.017
2,13.3,Kuldeep Yadav,SO Hetmyer,2,false,he picked the length early  rocked back to pull it to midwicket. Rayudu puts in the dive to save a certain boundary,non-home run,no wicket,no wicket,no extra,76.101
2,13.4,Kuldeep Yadav,SO Hetmyer,0,false,googly  didn't pick it. Bottom-edges it into the ground and back to the bowler,non-home run,no wicket,no wicket,no extra,79.807
2,13.5,Kuldeep Yadav,SO Hetmyer,0,false,tossed up again  but doesn't get the length quite spot on there. Too full and defended,non-home run,no wicket,no wicket,no extra,
2,13.6,Kuldeep Yadav,SO Hetmyer,0,false,draws the edge but it falls well short of Rohit at slip. He dives and stops the ball,non-home run,no wicket,no wicket,no extra,74.875
2,14.1,RA Jadeja,SD Hope,1,false,tossed up on the stumps  comes forward and drives it to long-off,non-home run,no wicket,no wicket,no extra,92.463
2,14.2,RA Jadeja,SO Hetmyer,1,false,fuller outside off  he clips it to long-on,non-home run,no wicket,no wicket,no extra,92.019
2,14.3,RA Jadeja,SD Hope,0,false,flatter on the stumps  punched to point,non-home run,no wicket,no wicket,no extra,
2,14.4,RA Jadeja,SD Hope,4,false,thick edge flies to third man that was fired in quicker  and cramped the batsman for room coming in. He shaped to cut but only got a thick edge,home run,no wicket,no wicket,no extra,96.657
2,14.5,RA Jadeja,SD Hope,1,false,ye walla says Dhoni to the one that is on a length and spins into the right-hander. Punched into the offside,non-home run,no wicket,no wicket,no extra,94.526
2,14.6,RA Jadeja,SO Hetmyer,1,false,overpitched on the stumps and driven to long-on,non-home run,no wicket,no wicket,no extra,93.706
2,15.1,Kuldeep Yadav,SO Hetmyer,2,false,strong bottom hand and wrists allows him to whip this to midwicket where Rayudu slides and stops the ball,non-home run,no wicket,no wicket,no extra,80.028
2,15.2,Kuldeep Yadav,SO Hetmyer,0,false,tosses it up and ends as a full toss on the pads  but he can't clip it away. Only goes to short fine-leg,non-home run,no wicket,no wicket,no extra,86.024
2,15.3,Kuldeep Yadav,SO Hetmyer,3,false,gets the length right  draws him forward and gets the edge  but it flies past Rohit at slip,non-home run,no wicket,no wicket,no extra,78.467
2,15.4,Kuldeep Yadav,SD Hope,1,false,gets well forward and drives it to wide long-off with a straight bat,non-home run,no wicket,no wicket,no extra,78.966
2,15.5,Kuldeep Yadav,SO Hetmyer,6,false,full toss deposited over midwicket perhaps the dew is making it difficult to grip the ball  and the batsman doesn't let go of the free gift. Rocks back to hit it sweetly enough that it carries over the boundary,home run,no wicket,no wicket,no extra,77.714
2,15.6,Kuldeep Yadav,SO Hetmyer,0,false,pulls off the back foot  but good work by midwicket  who dives and stops,non-home run,no wicket,no wicket,no extra,82.810
2,16.1,RA Jadeja,SD Hope,1,false,flat on the stumps  he stays back and drives it to the man on the cover fence,non-home run,no wicket,no wicket,no extra,93.553
2,16.2,RA Jadeja,SO Hetmyer,1,false,drags it short  and he rocks back again to slap it to long-on,non-home run,no wicket,no wicket,no extra,96.100
2,16.3,RA Jadeja,SD Hope,1,false,tossed up on off  and he comes forward to drive it to the man on the cover fence,non-home run,no wicket,no wicket,no extra,93.624
2,16.4,RA Jadeja,SO Hetmyer,2,false,floated up on the stumps  he whips it to deep midwicket. Early call for 'two' and they complete it comfortably in the end,non-home run,no wicket,no wicket,no extra,95.338
2,16.5,RA Jadeja,SO Hetmyer,0,false,flatter outside off  and defended into the off side,non-home run,no wicket,no wicket,no extra,92.988
2,16.6,RA Jadeja,SO Hetmyer,1,false,goes on the back foot again  to hit it towards long-on. Trying to field the ball  Jadeja gets into a tangle with the non-striker  but no harm done,non-home run,no wicket,no wicket,no extra,97.415
2,17.1,Kuldeep Yadav,SO Hetmyer,0,false,spins past the bat pitched on the stumps and turned appreciably to go past the outside edge,non-home run,no wicket,no wicket,no extra,80.723
2,17.2,Kuldeep Yadav,SO Hetmyer,6,false,oh he'll not be happy with that  Kuldeep. Another full toss and it's gone over the midwicket fence once again. Dhoni runs across to have a quick word with the bowler,home run,no wicket,no wicket,no extra,83.440
2,17.3,Kuldeep Yadav,SO Hetmyer,1,false,better length  spinning away but pushed into the point region. They go through for a quick single  Shami misses his shy at the stumps at the non-striker's end,non-home run,no wicket,no wicket,no extra,91.121
2,17.4,Kuldeep Yadav,SD Hope,0,false,goes on the backfoot to one outside off and taps it to midwicket,non-home run,no wicket,no wicket,no extra,80.548
2,17.5,Kuldeep Yadav,SD Hope,0,false,defends it back,non-home run,no wicket,no wicket,no extra,83.774
2,17.6,Kuldeep Yadav,SD Hope,0,false,goes well back again to a length ball on the stumps and defends with a straight bat.,non-home run,no wicket,no wicket,no extra,78.401
2,18.1,RA Jadeja,SO Hetmyer,0,false,flat and quicker  he manages to keep it out. Dhoni likes  it,non-home run,no wicket,no wicket,no extra,97.869
2,18.2,RA Jadeja,SO Hetmyer,0,false,length ball on the stumps  defended back,non-home run,no wicket,no wicket,no extra,93.661
2,18.3,RA Jadeja,SO Hetmyer,0,false,given a bit more air  and fuller  he defends off hte inside edge,non-home run,no wicket,no wicket,no extra,94.869
2,18.4,RA Jadeja,SO Hetmyer,1,false,spotted the batsman trying to come down  and shortened his length. Pushed back to long-on,non-home run,no wicket,no wicket,no extra,98.550
2,18.5,RA Jadeja,SD Hope,0,false,flat and quick outside off  chopped to point,non-home run,no wicket,no wicket,no extra,91.539
2,18.6,RA Jadeja,SD Hope,0,false,fuller on the stumps  he comes forward to defend to the legside,non-home run,no wicket,no wicket,no extra,96.966
2,19.1,YS Chahal,SO Hetmyer,0,false,flat on leg stump  not much turn. Swiped to midwicket,non-home run,no wicket,no wicket,no extra,87.049
2,19.2,YS Chahal,SO Hetmyer,0,false,tossed up and beats his intended whip  crashes into the pads,non-home run,no wicket,no wicket,no extra,86.821
2,19.3,YS Chahal,SO Hetmyer,1,false,stays back that time  to tuck it with the turn towards deep square leg,non-home run,no wicket,no wicket,no extra,87.527
2,19.4,YS Chahal,SD Hope,0,false,fuller  driven to mid-on off the back foot,non-home run,no wicket,no wicket,no extra,82.426
2,19.5,YS Chahal,SD Hope,0,false,tossed up  draws him forward and dips enough to hit his pad,non-home run,no wicket,no wicket,no extra,
2,19.6,YS Chahal,SD Hope,0,false,some turn for Chahal. On a length and defended back,non-home run,no wicket,no wicket,no extra,84.764
2,20.1,RA Jadeja,SO Hetmyer,2,false,swings a short ball from outside off to long-on. The pace on it is such that Shami  rushign to his right  misfields  but has back up in the form of Dhawan,non-home run,no wicket,no wicket,no extra,96.277
2,20.2,RA Jadeja,SO Hetmyer,0,false,makes room to crack a length ball on off stump into the covers,non-home run,no wicket,no wicket,no extra,94.996
2,20.3,RA Jadeja,SO Hetmyer,6,false,breathtaking! It is true that the ball is a half-volley  and it allows him the freedom for a full swing of the arms. But sheesh. The power. The distance. The sheer brutality in dealing with a bad ball is on another level,home run,no wicket,no wicket,no extra,96.131
2,20.4,RA Jadeja,SO Hetmyer,0,false,good length ball outside off  he gets forward to defend,non-home run,no wicket,no wicket,no extra,99.107
2,20.5,RA Jadeja,SO Hetmyer,1,false,allows the quicker ball to come to him and then clips it behind square leg,non-home run,no wicket,no wicket,no extra,94.827
2,20.6,RA Jadeja,SD Hope,0,false,tosses it up outside off  he drives to cover,non-home run,no wicket,no wicket,no extra,93.971
2,21.1,YS Chahal,SO Hetmyer,0,false,straying on his pads - or perhaps it's the legspinner being careful not to give the left-hander too much room. Hetmyer turns it to short fine leg,non-home run,no wicket,no wicket,no extra,90.542
2,21.2,YS Chahal,SO Hetmyer,1,false,flat and quick on leg stump  Hetmyer taps it to long-on,non-home run,no wicket,no wicket,no extra,91.414
2,21.3,YS Chahal,SD Hope,2,false,looks for the sweep shot  but suddenly the ball dips on him  and it is ready to clatter into middle stump when Hope manages to get an inside edge through to fine leg,non-home run,no wicket,no wicket,no extra,86.357
2,21.4,YS Chahal,SD Hope,0,false,presses forward to a tossed up delivery  drifting in through the air  and defends with bat in front of pad,non-home run,no wicket,no wicket,no extra,87.944
2,21.5,YS Chahal,SD Hope,1,false,on the pads  Hope clips it through square leg,non-home run,no wicket,no wicket,no extra,86.884
2,21.6,YS Chahal,SO Hetmyer,2,false,works the length ball outside leg stump to deep square leg,non-home run,no wicket,no wicket,no extra,88.934
2,22.1,RA Jadeja,SD Hope,0,false,round-arms it in at middle stump  Hope keeps it out,non-home run,no wicket,no wicket,no extra,94.868
2,22.2,RA Jadeja,SD Hope,1,false,full delivery outside off  Hope picks the gap to the left of cover,non-home run,no wicket,no wicket,no extra,96.419
2,22.3,RA Jadeja,SO Hetmyer,6,false,bye-bye birdie! The moment the ball has a little air on it  he gets down on one knee and launches it anywhere between long-on and deep midwicket. Savage! Jadeja was bowling from round the wicket so he doesn't give the left-hander room to swing the arms. Doesn't work,home run,no wicket,no wicket,no extra,98.756
2,22.4,RA Jadeja,SO Hetmyer,1,false,back over the wicket with a shortish ball and outside off  clips it through to deep square leg,non-home run,no wicket,no wicket,no extra,92.254
2,22.5,RA Jadeja,SD Hope,1,false,and at the other end  there is technical purity  with Hope playing cover drive after text-book cover drive. West Indies chugging along now,non-home run,no wicket,no wicket,no extra,95.492
2,22.6,RA Jadeja,SO Hetmyer,0,false,quicker delivery outside off  Hetmyer yanks his front leg back (to prevent lbw) and flicks around it,non-home run,no wicket,no wicket,no extra,95.357
2,23.1,YS Chahal,SD Hope,0,false,reaches the pitch of the legbreak on leg stump and turns it to short midwicket,non-home run,no wicket,no wicket,no extra,88.417
2,23.2,YS Chahal,SD Hope,0,false,has to hurry into his shot as Chahal gets the ball to drift in and dip late. Hope saves himself some blushes with a straight drive,non-home run,no wicket,no wicket,no extra,84.557
2,23.3,YS Chahal,SD Hope,1,false,beats him with a loopy legbreak well outside off. Dhoni isn't able to collect it cleanly behind the stumps,non-home run,no wicket,no wicket,bye,83.861
2,23.4,YS Chahal,SO Hetmyer,6,false,he simply won't stop! Back-to-back fifty-plus scores for the 21-year old. And it comes off his favourite shot - the down the track slog over the leg side - and this time the ball ends up at deep square leg,home run,no wicket,no wicket,no extra,84.811
2,23.5,YS Chahal,SO Hetmyer,0,false,full on off stump  defends,non-home run,no wicket,no wicket,no extra,88.886
2,23.6,YS Chahal,SO Hetmyer,0,false,lines the ball up around the left-hander's off stump and that brings some signs of tentativeness from Hetmyer. As if he's not sure where it would pitch or which way it would turn...,non-home run,no wicket,no wicket,no extra,86.806
2,24.1,UT Yadav,SD Hope,0,false,back of a length and outside off  Hope steers it to point,non-home run,no wicket,no wicket,no extra,136.585
2,24.2,UT Yadav,SD Hope,0,false,back of a length and outside off  Hope looks to cut it  but the ball keeps low and beats him,non-home run,no wicket,no wicket,no extra,139.479
2,24.3,UT Yadav,SD Hope,1,false,dabs it down to third man,non-home run,no wicket,no wicket,no extra,136.968
2,24.4,UT Yadav,SO Hetmyer,1,false,back of a length on off stump  Hetmyer finds a single at midwicket,non-home run,no wicket,no wicket,no extra,142.242
2,24.5,UT Yadav,SD Hope,0,false,lovely bowling - at 143 kph  he lets rip a full-length delivery that skids off the pitch and has Hope set up for the lbw. But the batsman is set and he manages to connect with a flick to midwicket,non-home run,no wicket,no wicket,no extra,143.121
2,24.6,UT Yadav,SD Hope,4,false,su-weeeeeet hit. That cover drive's is coated in gooey chocolate  topped with whipped cream and cherries. They said Hope doesn't have the strike-rate for ODIs. Well  80-odd doesn't seem too bad  and boy does he have the shots. This one is on the up and it's the result of the full face of the bat coming down in line with the ball,home run,no wicket,no wicket,no extra,140.229
2,25.1,YS Chahal,SO Hetmyer,4,false,muscles it to the midwicket boundary - and this time he doesn't even have to sweep. This is a straight bat hit and it's just as brutal,home run,no wicket,no wicket,no extra,89.708
2,25.2,YS Chahal,SO Hetmyer,6,false,rank long hop and Hetmyer gives it a free helping of air miles. India's mighty spinners are rattled. They don't know where to bowl to this 21-year old left-hander whom they only needed to blink at to get rid of in Test cricket. Here  in maroon  he's basically a younger Chris Gayle,home run,no wicket,no wicket,no extra,85.989
2,25.3,YS Chahal,SO Hetmyer,6,false,3...2 ...1... lift off! The ball is on middle stump. It's flighted  which he likes. Shimmies down the pitch and launches it over long-off,home run,no wicket,no wicket,no extra,86.879
2,25.4,YS Chahal,SO Hetmyer,1,false,takes all the pace off  and lines it up well outside off. Hetmyer presents the late cut  showing he has various sides to his batting,non-home run,no wicket,no wicket,no extra,85.619
2,25.5,YS Chahal,SD Hope,1,false,full on off stump  drives to the right of Jadeja at cover and sprints through,non-home run,no wicket,no wicket,no extra,85.585
2,25.6,YS Chahal,SO Hetmyer,0,false,another late cut as Chahal wises up and bowls wide of off stump  and not allowing the length to go full,non-home run,no wicket,no wicket,no extra,88.095
2,26.1,UT Yadav,SD Hope,0,false,gives him out lbw but Hope reviewed immediately and the replays show why - there's a big inside edge so umpire Gould has to change his decision. Pretty decent ball though. It's the Umesh special really. Full  fast  nipping in a bit off the seam and catching the batsman deep in his crease  hurrying to play the ball  and as such playing across the line,non-home run,no wicket,no wicket,no extra,139.857
2,26.2,UT Yadav,SD Hope,1,false,good length and outside off  he taps and runs to point,non-home run,no wicket,no wicket,no extra,136.939
2,26.3,UT Yadav,SO Hetmyer,1,false,back of a length and outside off  Hetmyer guides it through to the sweeper,non-home run,no wicket,no wicket,no extra,137.353
2,26.4,UT Yadav,SD Hope,0,false,drives on the up and to the left of cover,non-home run,no wicket,no wicket,no extra,142.290
2,26.5,UT Yadav,SD Hope,1,false,keeps targeting the stumps - looking for lbw and bowled - but Hope is aware of that plan and he flicks the ball away to deep midwicket,non-home run,no wicket,no wicket,no extra,142.868
2,26.6,UT Yadav,SO Hetmyer,0,false,back of a length and outside off  dabs it to cover,non-home run,no wicket,no wicket,no extra,136.469
2,27.1,Kuldeep Yadav,SD Hope,0,false,googly to start off as Hope stretches forward and blocks towards point. Not entirely sure he's picked it though,non-home run,no wicket,no wicket,no extra,78.930
2,27.2,Kuldeep Yadav,SD Hope,1,false,full on middle  whips it to long-on,non-home run,no wicket,no wicket,no extra,83.200
2,27.3,Kuldeep Yadav,SO Hetmyer,0,false,goes for the cut shot  top-edging it  and it nearly carries to point. The wristspinner getting a bit of extra bounce,non-home run,no wicket,no wicket,no extra,84.138
2,27.4,Kuldeep Yadav,SO Hetmyer,1,false,much more smooth this time as he gets closer to the ball outside off and cuts it  rolling his wrists to keep the ball down,non-home run,no wicket,no wicket,no extra,77.937
2,27.5,Kuldeep Yadav,SD Hope,0,false,googly again and it beats Hope  who is looking to flick the ball to square leg and is beaten all ends up. The umpires are checking on the stumping. Hope did have his back leg up for half a second  but he plonks it back down before Dhoni takes the bail off.,non-home run,no wicket,no wicket,no extra,80.577
2,27.6,Kuldeep Yadav,SD Hope,2,false,tosses it up on middle  Hope works it to long leg  this time with the turn,non-home run,no wicket,no wicket,no extra,81.093
2,28.1,UT Yadav,SO Hetmyer,1,false,back of a length from round the wicket  targeting Hetmyer's body. He punches it down towards mid-off for a quick single,non-home run,no wicket,no wicket,no extra,139.343
2,28.2,UT Yadav,SD Hope,0,false,defends a shortish delivery on off stump to point,non-home run,no wicket,no wicket,no extra,135.281
2,28.3,UT Yadav,SD Hope,0,false,full on off stump  Hope defends well,non-home run,no wicket,no wicket,no extra,143.317
2,28.4,UT Yadav,SD Hope,1,false,gets off his feet to get on top of the ball and hammers it to the sweeper - all that with a straight(ish) bat. Seriously good cricket from Hope as he brings up a half-century,non-home run,no wicket,no wicket,no extra,140.811
2,28.5,UT Yadav,SO Hetmyer,2,false,mis-hits the heave into the leg side  the short ball cramping him  taking enough of the outside half of the bat to beat mid-off running back,non-home run,no wicket,no wicket,no extra,144.851
2,28.6,UT Yadav,SO Hetmyer,4,false,flays it to the long-off boundary. Boy  this guy has so much power. And there's some skill behind it too. He picks up the slower ball from round the wicket and launches it with a straight bat,home run,no wicket,no wicket,no extra,143.951
2,29.1,Kuldeep Yadav,SD Hope,4,false,all along the ground! And the ease with which he pulls off this cover drive suggests he reads the googly too. Stays leg side of it and carves it through a heavily packed off-side field,home run,no wicket,no wicket,no extra,77.165
2,29.2,Kuldeep Yadav,SD Hope,0,false,full toss outside off  drives t ocover,non-home run,no wicket,no wicket,no extra,83.290
2,29.3,Kuldeep Yadav,SD Hope,4,false,outside edge but there's no slip. This one is clearly the googly  pitching just in front of the batsman's reach  even though Hope does stretch forward. Lucky break for Hope,home run,no wicket,no wicket,no extra,78.464
2,29.4,Kuldeep Yadav,SD Hope,0,false,tossed up on leg stump  he flicks to short midwicket,non-home run,no wicket,no wicket,no extra,81.809
2,29.5,Kuldeep Yadav,SD Hope,1,false,stands up tall against the short-pitched googly and punches to the right of cover,non-home run,no wicket,no wicket,no extra,78.082
2,29.6,Kuldeep Yadav,SO Hetmyer,1,false,very full on off stump  Hetmyer drives to the sweeper cover,non-home run,no wicket,no wicket,no extra,83.354
2,30.1,Mohammed Shami,SO Hetmyer,4,false,starts with a bouncer  and it's smashed. spotted it and got in position  pulled it from in front of his face to the square leg fence,home run,no wicket,no wicket,no extra,140.171
2,30.2,Mohammed Shami,SO Hetmyer,1,false,tries to deny him room by going wide of the stumps  but goes too wide outside off.,non-home run,no wicket,no wicket,wide,138.593
2,30.2,Mohammed Shami,SO Hetmyer,2,false,punched off the back foot. He read the length so quickly and got in position early. Just pushed at it almost and it raced away. Sweeper cover had to clean up,non-home run,no wicket,no wicket,no extra,134.490
