innings,over,Bowlername,Batsmanname,runs,wicket,description,nh/h,wickettype,wickethelper,extras,ballspeed(kph)
1,26.3,OC McCoy,AT Rayudu,4,false,clobbered! Length ball outside leg stump  and he muscles a pull fine  beating the fielder in the deep! His ninth ODI fifty,home run,no wicket,no wicket,no extra,134.731
1,26.4,OC McCoy,AT Rayudu,0,false,deceived! But the ball doesn't hit the stumps. Slower ball full on off  and Rayudu's cover drive takes an inside edge and almost takes his off stump along with it as well,non-home run,no wicket,no wicket,no extra,135.825
1,26.5,OC McCoy,AT Rayudu,4,false,back of a length on middle  and he shuffles to the off side  before pulling along the ground to the square boundary!,home run,no wicket,no wicket,no extra,133.250
1,26.6,OC McCoy,AT Rayudu,0,false,length ball  slower one to end the over. Gets big on Rayudu  and he uncomfortably defends off the back foot,non-home run,no wicket,no wicket,no extra,115.247
1,27.1,JO Holder,V Kohli,0,false,full just outside off  and Kohli looks to attack. Drives straight down the ground  but Holder intercepts,non-home run,no wicket,no wicket,no extra,128.797
1,27.2,JO Holder,V Kohli,1,false,full on middle  and driven down the ground to long on for a walking single,non-home run,no wicket,no wicket,no extra,124.064
1,27.3,JO Holder,AT Rayudu,0,false,almost chopped on! Back of a length outside off  but zipping inwards after hitting the deck . Rayudu looks to defend after tiptoeing  but the ball takes a bottom edge,non-home run,no wicket,no wicket,no extra,123.433
1,27.4,JO Holder,AT Rayudu,4,false,lifted! Full outside off  and Rayudu takes a big stride forward before driving this right over the fielder at cover. Runs flowing now,home run,no wicket,no wicket,no extra,119.914
1,27.5,JO Holder,AT Rayudu,0,false,full on middle  and worked off his pads to midwicket. Samuels' diving effort stops the ball  and he's quick to throw the ball at the keeper's end. Ensures there's no run on offer,non-home run,no wicket,no wicket,no extra,128.101
1,27.6,JO Holder,AT Rayudu,0,false,length ball just outside off. Angling in  and defended off the back foot.,non-home run,no wicket,no wicket,no extra,119.732
1,28.1,KAJ Roach,V Kohli,1,false,back of a length outside off  and Kohli fends off the back foot with the angled bat. Dabbed to short third man for one,non-home run,no wicket,no wicket,no extra,131.641
1,28.2,KAJ Roach,AT Rayudu,1,false,length ball outside off  but angling into Rayudu. He skips down the ground  and punches straight past the non-striker to mid on for a single,non-home run,no wicket,no wicket,no extra,129.045
1,28.3,KAJ Roach,V Kohli,1,false,length ball on off  and he rides the bounce to pull confidently past the square-leg umpire off the back foot,non-home run,no wicket,no wicket,no extra,131.268
1,28.4,KAJ Roach,AT Rayudu,2,false,full toss on off  and he's taken by surprise. Muscles a leg-side slog to Fabian Allen at long on,non-home run,no wicket,no wicket,no extra,133.582
1,28.5,KAJ Roach,AT Rayudu,1,false,short and wide outside off  and Rayudu looks to flat-bat this straight. Comes off the bat's toe end  and lobs back towards Roach. He sticks his left hand out  but the ball is palmed away. Difficult chance,non-home run,no wicket,no wicket,no extra,133.090
1,28.6,KAJ Roach,V Kohli,0,false,length ball on middle  and he tries to work this towards midwicket. But it takes a leading edge with the bat's face closed  and rolls back to Roach instead,non-home run,no wicket,no wicket,no extra,133.019
1,29.1,JO Holder,AT Rayudu,1,false,length ball on middle  but going down leg. Rayudu misses his flick as India collect the extra run,non-home run,no wicket,no wicket,wide,123.150
1,29.1,JO Holder,AT Rayudu,4,false,full on off  and he walks down the ground before hammering a drive between cover and mid off! Not a single person bothered moving,home run,no wicket,no wicket,no extra,
1,29.2,JO Holder,AT Rayudu,1,false,back of a length outside off  and guided off the back foot to point. Gets off strike,non-home run,no wicket,no wicket,no extra,
1,29.3,JO Holder,V Kohli,4,false,classic Virat Kohli on display. Full outside off  and he shuffles across before whipping a leg-side flick past the fielder at midwicket. Wide long on has no chance either,home run,no wicket,no wicket,no extra,128.461
1,29.4,JO Holder,V Kohli,1,false,follows it up with a full toss on middle. Punched down the ground to long on,non-home run,no wicket,no wicket,no extra,125.147
1,29.5,JO Holder,AT Rayudu,1,false,full outside off  and driven with the angled bat to deep extra cover. Chase for Roach in the deep,non-home run,no wicket,no wicket,no extra,
1,29.6,JO Holder,V Kohli,1,false,slower ball to end the over. Rolls his fingers over this one  and tapped with soft hands to cover for a quick single,non-home run,no wicket,no wicket,no extra,
1,30.1,KAJ Roach,V Kohli,0,false,not enough room for a free-flowing cut  but Kohli still tries it  the bottom hand holding the bat nice and hard as he finds cover,non-home run,no wicket,no wicket,no extra,130.790
1,30.2,KAJ Roach,V Kohli,0,false,opens the face as he waits on the short ball outside off  but he is not quite able to beat backward point. The slowness of the pitch means those shots don't have the greatest chance of coming off,non-home run,no wicket,no wicket,no extra,131.807
1,30.3,KAJ Roach,V Kohli,1,false,swivels on the back foot as he pulls the short ball on leg stump to long leg,non-home run,no wicket,no wicket,no extra,132.549
1,30.4,KAJ Roach,AT Rayudu,2,false,dropped! But gee  this is so tough. Especially for a debutant. Obed McCoy runs to his left from mid-off  reaching out his dominant hand  but it just doesn't stick. And to top it off  he might have done some damage to his shoulder as he rolled over it. That's a tough beat for the 21-year old. He had a catch dropped of his bowling. Now he's in the firing line as Rayudu goes for a free-flowing drive over the top. The timing is spot on  the placement is nearly spot on too. It's only McCoy's effort that turned this into a chance.,non-home run,no wicket,no wicket,no extra,137.605
1,30.5,KAJ Roach,AT Rayudu,0,false,doesn't quite rise up as much as he'd like and so has to adjust midway through playing the pull shot. Looks entirely awkward tickling the ball off his knees to midwicket,non-home run,no wicket,no wicket,no extra,130.944
1,30.6,KAJ Roach,AT Rayudu,0,false,back of a length and outside off  taps it to backward point,non-home run,no wicket,no wicket,no extra,127.143
1,31.1,D Bishoo,V Kohli,1,false,checks his shot  which suggests he is done in by the pitch. For half a second  Kohli seems prepared to drive on the up  but then the ball pitched and turned  triggering alarm bells. As a result  he softens the grip of his bat and manages the keep the ball down  and to the left of hte bowler,non-home run,no wicket,no wicket,no extra,85.097
1,31.2,D Bishoo,AT Rayudu,2,false,short and outside off  Rayudu leaps back and carves it to the left of the sweeper,non-home run,no wicket,no wicket,no extra,85.203
1,31.3,D Bishoo,AT Rayudu,1,false,another cut shot from Rayudu  and he's able to indulge because Bishoo is bowling short,non-home run,no wicket,no wicket,no extra,
1,31.4,D Bishoo,V Kohli,0,false,hangs back in his crease  hoping to use Bishoo's pace  because there is plenty of it in this spell. The leggie's concentrating on keeping the runs down so he's bowling quick and short. Late cut from the Indian captain finds short third man,non-home run,no wicket,no wicket,no extra,82.627
1,31.5,D Bishoo,V Kohli,4,false,supremely driven through the covers. And it's all so minimalist. He sees an overpitched delivery  so he gets his front foot out  brings down a straight bat and powers it through the gap. Simple.,home run,no wicket,no wicket,no extra,85.403
1,31.6,D Bishoo,V Kohli,1,false,quick and short on middle  Kohli pulls it long-on.,non-home run,no wicket,no wicket,no extra,84.140
1,32.1,AR Nurse,V Kohli,1,false,shortish and outside off  dabs towards point,non-home run,no wicket,no wicket,no extra,92.248
1,32.2,AR Nurse,AT Rayudu,0,true,swings all across the line and loses his middle stump. Earlier in the innings  he was playing balls like these - tossed up outside off - through the covers. Here  in the search of quick runs  he goes for a slog sweep and the slower pace from Nurse does him in completely. Good  composed half-century from Rayudu  at a time when India are searching for a long-term No. 4,non-home run,bowled,,no extra,92.175
1,32.3,AR Nurse,MS Dhoni,1,false,rocks back and crunches the short ball to long-on,non-home run,no wicket,no wicket,no extra,86.341
1,32.4,AR Nurse,V Kohli,0,false,clips a shortish delivery on leg stump through square leg,non-home run,no wicket,no wicket,no extra,94.013
1,32.5,AR Nurse,V Kohli,1,false,closes the bat face as he stands tall and punches a ball on middle stump away to long-on,non-home run,no wicket,no wicket,no extra,93.976
1,32.6,AR Nurse,MS Dhoni,0,false,turns a full delivery on middle to short midwicket,non-home run,no wicket,no wicket,no extra,94.010
1,33.1,D Bishoo,V Kohli,1,false,stretches forward to a tossed up delivery on middle and pinches a single into the covers. Single-digits now to 10 000,non-home run,no wicket,no wicket,no extra,91.408
1,33.2,D Bishoo,MS Dhoni,1,false,easy put-away for Dhoni as he gets a short ball outside off and creams it to deep point,non-home run,no wicket,no wicket,no extra,79.574
1,33.3,D Bishoo,V Kohli,0,false,good length ball on middle  Kohli defends,non-home run,no wicket,no wicket,no extra,82.854
1,33.4,D Bishoo,V Kohli,1,false,lobs a good length ball away to long-on,non-home run,no wicket,no wicket,no extra,84.848
1,33.5,D Bishoo,MS Dhoni,0,false,stays a smidge low as Dhoni rocks back to cut a short and quick delivery outside off. The awkward bounce means the ball goes straight to point,non-home run,no wicket,no wicket,no extra,86.897
1,33.6,D Bishoo,MS Dhoni,0,false,reaches forward  in front of off stump  to block,non-home run,no wicket,no wicket,no extra,79.014
1,34.1,AR Nurse,V Kohli,1,false,he's doin it in singles  this one manufactured by stretching to the pitch of the offbreak outside off and closing the bat face to target long-on. Seven runs away from 10 000,non-home run,no wicket,no wicket,no extra,92.183
1,34.2,AR Nurse,MS Dhoni,1,false,works it off his hips behind square leg,non-home run,no wicket,no wicket,leg bye,93.815
1,34.3,AR Nurse,V Kohli,1,false,clips the good length ball on off stump away to deep midwicket,non-home run,no wicket,no wicket,no extra,84.742
1,34.4,AR Nurse,MS Dhoni,1,false,pushes down the ground to long-on,non-home run,no wicket,no wicket,no extra,92.714
1,34.5,AR Nurse,V Kohli,1,false,turns it away to square leg - off his thigh pad though,non-home run,no wicket,no wicket,leg bye,102.898
1,34.6,AR Nurse,MS Dhoni,0,false,not quite enough room for Dhoni to get away with the cut shot. Inside edge that barely goes past the square,non-home run,no wicket,no wicket,no extra,101.062
1,35.1,MN Samuels,V Kohli,0,false,tossed up on off stump  Kohli drives back at the bowler,non-home run,no wicket,no wicket,no extra,
1,35.2,MN Samuels,V Kohli,0,false,looms over the flighted delivery outside off and turns it to midwicket,non-home run,no wicket,no wicket,no extra,87.711
1,35.3,MN Samuels,V Kohli,4,false,loopy offbreak outside off and Kohli lashes it away behind point. Plenty of room to free the arms and make the trek to 10 000 a little easier,home run,no wicket,no wicket,no extra,82.463
1,35.4,MN Samuels,V Kohli,0,false,good length  outside off  defends,non-home run,no wicket,no wicket,no extra,85.569
1,35.5,MN Samuels,V Kohli,1,false,taps a good length ball through the covers and moves to 9 999.,non-home run,no wicket,no wicket,no extra,84.940
1,35.6,MN Samuels,MS Dhoni,1,false,shortish and outside off  dabs it through point,non-home run,no wicket,no wicket,no extra,87.362
1,36.1,AR Nurse,MS Dhoni,1,false,pulls it away to deep midwicket,non-home run,no wicket,no wicket,no extra,100.117
1,36.2,AR Nurse,V Kohli,0,false,outside edge as he reaches out to drive away from his body. The ball nearly carries to short third man too!,non-home run,no wicket,no wicket,no extra,96.379
1,36.3,AR Nurse,V Kohli,1,false,a simple tip over to long-on takes the Indian captain to 10 000 ODI runs! He raises his arms to the sky  then kisses his ring finger  a salute to his wife  and then looks back at Dhoni with a cheeky old grin. Insane numbers for Kohli - he beats Tendulkar's record by a whopping 54 innings and becomes the fastest man to 10 000 ODI runs. The pace at which he churns out runs is unbelievable. The discipline that he has to cut out all kinds of risk from his game  that computer in his head that decides which way the bat should turn to pick the gap - all of that has been on show in this innings,non-home run,no wicket,no wicket,no extra,96.775
1,36.4,AR Nurse,MS Dhoni,3,false,shortish and outside off  cuts to deep point,non-home run,no wicket,no wicket,no extra,92.859
1,36.5,AR Nurse,V Kohli,1,false,,non-home run,no wicket,no wicket,wide,92.627
1,36.5,AR Nurse,V Kohli,1,false,taps it to long-on,non-home run,no wicket,no wicket,no extra,90.650
1,36.6,AR Nurse,MS Dhoni,0,false,full and outside off  steers it to short third man,non-home run,no wicket,no wicket,no extra,101.630
1,37.1,MN Samuels,V Kohli,0,false,tosses it up outside off  defends,non-home run,no wicket,no wicket,no extra,83.510
1,37.2,MN Samuels,V Kohli,1,false,steps out of his crease and drives ot long-on. As he gets to the other end  Samuels congratulates Kohli for 10 000. Incidentally  Samuels was around when Tendulkar scored his 10 000 too  seven years ago,non-home run,no wicket,no wicket,no extra,87.156
1,37.3,MN Samuels,MS Dhoni,0,false,shortish and outside off  cuts to point,non-home run,no wicket,no wicket,no extra,
1,37.4,MN Samuels,MS Dhoni,2,false,steps out and lifts a good length ball over midwicket,non-home run,no wicket,no wicket,no extra,
1,37.5,MN Samuels,MS Dhoni,6,false,maaaaasive and Dhoni has a sheepish little grin on his face as he walks over to punch gloves with Kohli! This has become backyard cricket with two good mates just laving fun - and in this case that means Dhoni charging out of his crease and smacking a straight six,home run,no wicket,no wicket,no extra,
1,37.6,MN Samuels,MS Dhoni,0,false,gets down the track again but this time he has to block because Samuels bowls quick and flattens his length as well,non-home run,no wicket,no wicket,no extra,
1,38.1,AR Nurse,V Kohli,1,false,rocks back to flick a shortish delivery on off stump to deep midwicket,non-home run,no wicket,no wicket,no extra,97.948
1,38.2,AR Nurse,MS Dhoni,0,false,sliding down the leg side  Dhoni gives it a helping hand  but his hack only goes as far as short fine leg,non-home run,no wicket,no wicket,no extra,
1,38.3,AR Nurse,MS Dhoni,1,false,firm push through to long-off,non-home run,no wicket,no wicket,no extra,101.818
1,38.4,AR Nurse,V Kohli,3,false,makes perfect use of the depth of the crease  allows the ball to come to him  and because of that he's able to pick the gap to the left of short fine leg and to the right of deep square leg,non-home run,no wicket,no wicket,no extra,96.326
1,38.5,AR Nurse,MS Dhoni,0,false,full and slow and outside off. Dhoni tries to tickle it into the leg side  but gets struck on the pad. Half an appeal for lbw, Gould says no  West Indies want the review. Replays and UltraEdge indicate there is no bat. Struck in line with off stump  but it's umpire's call on hitting the leg bail,non-home run,no wicket,no wicket,no extra,89.402
1,38.6,AR Nurse,MS Dhoni,1,false,shimmies down the track and works the full delivery away through midwicket,non-home run,no wicket,no wicket,no extra,
1,39.1,D Bishoo,MS Dhoni,1,false,shortish and outside off stump  he cuts through point,non-home run,no wicket,no wicket,no extra,79.500
1,39.2,D Bishoo,V Kohli,1,false,Kohli gets a short ball too and he loves cutting them to smithereens,non-home run,no wicket,no wicket,no extra,
1,39.3,D Bishoo,MS Dhoni,0,false,tosses it up on off stump  defends,non-home run,no wicket,no wicket,no extra,
1,39.4,D Bishoo,MS Dhoni,0,false,good length on middle  Dhoni defends,non-home run,no wicket,no wicket,no extra,83.182
1,39.5,D Bishoo,MS Dhoni,1,false,with very little room to work with  Dhoni seems happy to nurdle the ball around. Single to midwicket this time,non-home run,no wicket,no wicket,no extra,85.303
1,39.6,D Bishoo,V Kohli,1,false,good length ball outside off  punches through to sweeper cover,non-home run,no wicket,no wicket,no extra,80.610
1,40.1,OC McCoy,V Kohli,1,false,slower ball  almost a yorker on leg stump. Clipped off his boots to deep backward square,non-home run,no wicket,no wicket,no extra,129.021
1,40.2,OC McCoy,MS Dhoni,0,true,through him! Debut wicket for McCoy  and what a scalp! Slower ball  length on off  and going through the batsman's defense. Too close to Dhoni's body  and it's gone between bat and pad. Takes the top of off stump  and now it's time for Rishabh Pant,non-home run,bowled,,no extra,114.259
1,40.3,OC McCoy,RR Pant,0,false,good length outside off stump  and defended off the back foot for his first delivery,non-home run,no wicket,no wicket,no extra,
1,40.4,OC McCoy,RR Pant,1,false,full on middle  and he walks towards the ball to make it a full toss. Flicked off his pads to deep midwicket,non-home run,no wicket,no wicket,no extra,130.193
1,40.5,OC McCoy,V Kohli,1,false,back of a length on off  and dabbed off the back foot to short third man for a single,non-home run,no wicket,no wicket,no extra,
1,40.6,OC McCoy,RR Pant,0,false,full outside off  and he reaches towards the ball  before driving to cover. Stopped by the fielder,non-home run,no wicket,no wicket,no extra,134.707
1,41.1,MN Samuels,V Kohli,1,false,length ball  turning into his pads  and punched off the back foot to wide long on,non-home run,no wicket,no wicket,no extra,74.331
1,41.2,MN Samuels,RR Pant,1,false,good length on off  from round the wicket. Turned around the corner to deep backward square for a walking single,non-home run,no wicket,no wicket,no extra,84.680
1,41.3,MN Samuels,V Kohli,1,false,length ball turning inwards  and flicked off his hips to deep midwicket with ease,non-home run,no wicket,no wicket,no extra,88.767
1,41.4,MN Samuels,RR Pant,2,false,full on middle  and knocked off his pads to the vacant square-leg region. Enough time to jog back for the second,non-home run,no wicket,no wicket,no extra,86.539
1,41.5,MN Samuels,RR Pant,0,false,full just outside off  and defended with the turn to cover,non-home run,no wicket,no wicket,no extra,
1,41.6,MN Samuels,RR Pant,1,false,length ball  wide outside off  and cut off the backfoot to deep point. He'll keep strike,non-home run,no wicket,no wicket,no extra,
1,42.1,OC McCoy,RR Pant,4,false,full outside off  and he walks towards the ball's pitch  and crunches a cover drive through the infield! First boundary in ODI cricket for Pant,home run,no wicket,no wicket,no extra,129.681
1,42.2,OC McCoy,RR Pant,2,false,slower ball  full outside off  and Pant slogs across the line to chip a shot to the left of long on. Lucky,non-home run,no wicket,no wicket,no extra,112.290
1,42.3,OC McCoy,RR Pant,4,false,full outside off stump  and Pant waits for the ball to come to him  before nonchalantly lifting the ball right over the bowler's head! Flat-batted  and almost all the way,home run,no wicket,no wicket,no extra,111.985
1,42.4,OC McCoy,RR Pant,1,false,slower ball  wide outside off stump  and rolling into the keeper's gloves. Left alone by Pant,non-home run,no wicket,no wicket,wide,105.087
1,42.4,OC McCoy,RR Pant,1,false,full and wide outside off stump  and slapped through the infield to deep point,non-home run,no wicket,no wicket,no extra,136.397
1,42.5,OC McCoy,V Kohli,4,false,back of a length on middle  and pulled along the ground to the deep midwicket boundary! As easy as ABC,home run,no wicket,no wicket,no extra,
1,42.6,OC McCoy,V Kohli,0,false,good length on leg  and tapped off the back foot to deep backward square,non-home run,no wicket,no wicket,no extra,137.910
1,43.1,MN Samuels,RR Pant,1,false,short and wide  he hammers it away to the sweeper cover,non-home run,no wicket,no wicket,no extra,
1,43.2,MN Samuels,V Kohli,1,false,calmly deposits the full delivery on off stump at long-on's hands. Kohli is looking for two  but Pant yells no  and it's the right call,non-home run,no wicket,no wicket,no extra,90.196
1,43.3,MN Samuels,RR Pant,0,true,swings all across the line and gets pinned in front of middle. Umpire Nandan raises the finger but Pant reviews. He was done in by the slower pace. And it doesn't bounce as high for the cross-bat shot. Unless there's a nick here  he will have to go  and he will be burning a review as well. UltraEdge shows no bat and ball-tracking says three reds. Yer outta here,non-home run,leg before wicket,,no extra,91.522
1,43.4,MN Samuels,RA Jadeja,1,false,pulls the short ball away to long-on,non-home run,no wicket,no wicket,no extra,85.971
1,43.5,MN Samuels,V Kohli,4,false,creams it to the cover boundary and celebrates back-to-back hundreds - he's done that seven times over his career now! That's 14 ODI hundreds. For context  Rahul Dravid only ever made 12 in all the time he played for India. Overall  it's century no. 37. It's also century no. 30 at No. 3 - taking him past another bonafide legend - Ricky Ponting. His celebration was pretty cool too - pointed at his bat and made the hand-signal  for 'talking'. Bat doing the talking.,home run,no wicket,no wicket,no extra,
1,43.6,MN Samuels,V Kohli,1,false,works it away through midwicket,non-home run,no wicket,no wicket,no extra,90.611
1,44.1,KAJ Roach,V Kohli,2,false,nudges it gently to long-on,non-home run,no wicket,no wicket,no extra,129.837
1,44.2,KAJ Roach,V Kohli,1,false,whips it over midwicket,non-home run,no wicket,no wicket,no extra,126.850
1,44.3,KAJ Roach,RA Jadeja,0,false,full and outside off  drives to cover,non-home run,no wicket,no wicket,no extra,135.373
1,44.4,KAJ Roach,RA Jadeja,1,false,full and outside off  Jadeja wafts at it and gets a thick outside edge to deep third man. He seems to get a bit greedy after that  running back for a second run with Kohli yelling no. Lucky for India that he's ridiculously quick. Makes his ground easily,non-home run,no wicket,no wicket,no extra,132.097
1,44.5,KAJ Roach,V Kohli,1,false,pulls the short ball away over midwicket,non-home run,no wicket,no wicket,no extra,128.685
1,44.6,KAJ Roach,RA Jadeja,1,false,shortish and outside off  slices it to deep third man,non-home run,no wicket,no wicket,no extra,115.020
1,45.1,MN Samuels,RA Jadeja,2,false,goes back and flicks a good length ball in all the acres of space on the leg side. Everyone's on the boundary so Jadeja pinches two by playing with soft hands,non-home run,no wicket,no wicket,no extra,77.569
1,45.2,MN Samuels,RA Jadeja,1,false,shortish and outside off  slashes it to the sweeper cover,non-home run,no wicket,no wicket,no extra,91.782
1,45.3,MN Samuels,V Kohli,1,false,a shade short and Kohli is back in his crease  hammering it to long-on,non-home run,no wicket,no wicket,no extra,76.120
1,45.4,MN Samuels,RA Jadeja,1,false,full and outside off  drives to long-off,non-home run,no wicket,no wicket,no extra,88.496
1,45.5,MN Samuels,V Kohli,1,false,hares out of his crease for a heave out to deep square leg,non-home run,no wicket,no wicket,no extra,90.299
1,45.6,MN Samuels,RA Jadeja,1,false,good length on off stump  defends in front of point and picks up the single on offer,non-home run,no wicket,no wicket,no extra,87.561
1,46.1,OC McCoy,RA Jadeja,1,false,taps the short of a length delivery outside off to point,non-home run,no wicket,no wicket,no extra,127.146
1,46.2,OC McCoy,V Kohli,6,false,gets past 1000 runs in 2018 - and it comes off a rip-roaring six straight down the ground. That  by the way  breaks another record - fastest to aggregate 1000 in a calendar year - it's only taken him 11 innings. Take a back seat  Hashim Amla circa 2010 and Kohli circa 2012 (15 innings),home run,no wicket,no wicket,no extra,128.022
1,46.3,OC McCoy,V Kohli,2,false,comes down the track  the left-arm quick goes short and slow  Kohli responds with a pull  and the fielder at short fine leg mucks it up. Chandrapaul Hemraj the culprit,non-home run,no wicket,no wicket,no extra,111.611
1,46.4,OC McCoy,V Kohli,6,false,pitched-up and it's smashed over the top again  the ball sailing into the delirious crowd behind long-on. Kohli's bat isn't so much talking now as it's singing an Aria in C major. If that doesn't make sense  it's intentional  cause his batting doesn't make any sense,home run,no wicket,no wicket,no extra,110.177
1,46.5,OC McCoy,V Kohli,1,false,back of a length and outside off  steers it behind point,non-home run,no wicket,no wicket,no extra,133.487
1,46.6,OC McCoy,RA Jadeja,2,false,full and outside off  guides it to third man for a quick single  and once there's the overthrow  Kohli agrees to a second as well,non-home run,no wicket,no wicket,no extra,137.914
1,47.1,KAJ Roach,V Kohli,6,false,what a catch - by the ball boy outside the boundary. He's the only one in play as soon as this ball became a half-volley outside off stump. Kohli leans into the drive  extends his hands  and there's timing to spare,home run,no wicket,no wicket,no extra,129.871
1,47.2,KAJ Roach,V Kohli,4,false,even wide yorkers aren't working. The funny thing is  Kohli doesn't even look like he has the strength to stay standing  but somehow when the ball is delivered  he has the perfect counter ready. A squeeze to the third man boundary,home run,no wicket,no wicket,no extra,133.572
1,47.3,KAJ Roach,V Kohli,1,false,full and outside off  drives smoothly to point,non-home run,no wicket,no wicket,no extra,134.131
1,47.4,KAJ Roach,RA Jadeja,1,false,yorker a shade outside off  Jadeja jams an angled bat down to secure a single behind point,non-home run,no wicket,no wicket,no extra,132.323
1,47.5,KAJ Roach,V Kohli,2,false,full toss outside off  Kohli places it to the left of long-off for a couple,non-home run,no wicket,no wicket,no extra,135.518
1,47.6,KAJ Roach,V Kohli,4,false,pulverises this full toss though  again only extending the arms while playing a text-book cover drive and picking up a boundary. That's how you capitalise on the bowler's mistake. It doesn't take a lot of effort. Just clarity in the mind. India go past 300  btw,home run,no wicket,no wicket,no extra,136.554
1,48.1,OC McCoy,RA Jadeja,1,false,inside edge as he goes swinging after a very full delivery on off stump. Single to long leg,non-home run,no wicket,no wicket,no extra,133.899
1,48.2,OC McCoy,V Kohli,1,false,lifts an overpitched delivery to long-off,non-home run,no wicket,no wicket,no extra,134.445
1,48.3,OC McCoy,RA Jadeja,1,false,gets struck on the pad off a full toss and so instead of the boundary he was looking for  behind square leg  he'll have to settle for a single in the covers,non-home run,no wicket,no wicket,leg bye,137.472
1,48.4,OC McCoy,V Kohli,1,false,launches a back of a length delivery out to deep midwicket,non-home run,no wicket,no wicket,no extra,137.918
1,48.5,OC McCoy,RA Jadeja,0,true,taken at long-on! And it's a steepler as well. Good work from Kieran Powell. He's on the boundary edge. He tracks it all the way  settles under it  and Jadeja perishes in pursuit of quick runs. Big heave against a slower ball outside off and that lack of pace does him in,non-home run,caught,KOA Powell,no extra,131.395
1,48.6,OC McCoy,V Kohli,1,false,full and outside off  Kohli steers it to point,non-home run,no wicket,no wicket,no extra,107.387
1,49.1,KAJ Roach,V Kohli,0,false,full and outside off  drives it smoothly to long-off,non-home run,no wicket,no wicket,no extra,135.644
1,49.2,KAJ Roach,V Kohli,4,false,scoops a ball two feet wide of off stump and finds the boundary at fine leg. Yep. Physics don't apply to Kohli now.,home run,no wicket,no wicket,no extra,132.124
1,49.3,KAJ Roach,V Kohli,2,false,wide yorker  which Kohli slices to deep point and immediately looks for two. He's running on empty but he wants the strike back. He wants more runs. For himself and for India. Puts in the dive to beat the throw from the deep and stays there for a good three seconds  taking deep breaths  before he comes up and celebrates 150,non-home run,no wicket,no wicket,no extra,130.743
1,49.4,KAJ Roach,V Kohli,6,false,launches it over long-on! There's a fielder there but to Kohli he may as well be a hologram. Makes the ball soar over his outstretched right hand,home run,no wicket,no wicket,no extra,131.659
1,49.5,KAJ Roach,V Kohli,1,false,full and outside off  he slaps it over the covers,non-home run,no wicket,no wicket,no extra,135.676
1,49.6,KAJ Roach,Mohammed Shami,0,false,beats him with a wide yorker and that's the end of the innings.,non-home run,no wicket,no wicket,no extra,133.999
2,0.1,Mohammed Shami,KOA Powell,1,false,sweet sound off the middle of the bat as Powell flicks the short ball to mid-on.,non-home run,no wicket,no wicket,no extra,144.180
2,0.2,Mohammed Shami,C Hemraj,1,false,targets the body and Hemraj is able to shuffle over to off stump and work it away to long leg,non-home run,no wicket,no wicket,no extra,135.623
2,0.3,Mohammed Shami,KOA Powell,4,false,more evidence of how batting against the new ball could be quite profitable. It comes onto the bat so well and Powell  knowing this  plays a neat little flick  concentrating solely on placing the ball past midwicket,home run,no wicket,no wicket,no extra,139.200
2,0.4,Mohammed Shami,KOA Powell,0,false,good length on middle  Powell turns it to midwicket,non-home run,no wicket,no wicket,no extra,137.667
2,0.5,Mohammed Shami,KOA Powell,0,false,bouncer on middle and leg  Powell goes for a pull but it just zips past him,non-home run,no wicket,no wicket,no extra,133.172
2,0.6,Mohammed Shami,KOA Powell,0,false,good length on off stump  defends,non-home run,no wicket,no wicket,no extra,133.622
2,1.1,UT Yadav,C Hemraj,1,false,targets the stumps - that's his specialty - and Hemraj just about manages to whip it away behind square leg,non-home run,no wicket,no wicket,no extra,140.055
2,1.2,UT Yadav,KOA Powell,0,false,shortish and outside off  chops it to point,non-home run,no wicket,no wicket,no extra,135.360
2,1.3,UT Yadav,KOA Powell,0,false,fuller delivery outside off  Powell presents the full face to it,non-home run,no wicket,no wicket,no extra,142.512
2,1.4,UT Yadav,KOA Powell,0,false,back of a length  angling across the left-hander. Powell blocks to point,non-home run,no wicket,no wicket,no extra,141.535
2,1.5,UT Yadav,KOA Powell,0,false,drives on the up to cover,non-home run,no wicket,no wicket,no extra,140.288
2,1.6,UT Yadav,KOA Powell,0,false,yorker outside off  Powell is just a touch late to get his bat down,non-home run,no wicket,no wicket,no extra,142.712
2,2.1,Mohammed Shami,C Hemraj,0,false,opens the face as he gets forward to a short of a length ball outside off. Can't beat point though,non-home run,no wicket,no wicket,no extra,143.413
2,2.2,Mohammed Shami,C Hemraj,0,false,leaves the good length ball outside off,non-home run,no wicket,no wicket,no extra,140.127
2,2.3,Mohammed Shami,C Hemraj,0,false,full and swinging outside the off stump. Hemraj doesn't quite fancy it.,non-home run,no wicket,no wicket,no extra,130.836
2,2.4,Mohammed Shami,C Hemraj,1,false,pulls the short ball on leg stump down to long leg  with the front foot off the ground. Glorious!,non-home run,no wicket,no wicket,no extra,141.296
2,2.5,Mohammed Shami,KOA Powell,0,false,stays in line with a shortish delivery on off stump,non-home run,no wicket,no wicket,no extra,140.198
2,2.6,Mohammed Shami,KOA Powell,4,false,picks up the length ball and hammers it over wide long-on. Outstanding strokeplay. Don't need to move the feet for that. Just keep the eye on the ball and swing that big ole bat,home run,no wicket,no wicket,no extra,142.464
2,3.1,UT Yadav,C Hemraj,0,false,works a back of a length ball away past midwicket,non-home run,no wicket,no wicket,no extra,141.036
